level,pos,jp_word,reading,meaning
N4,i_adj,良い,よい,좋다
N4,i_adj,悪い,わるい,나쁘다
N4,i_adj,大きい,おおきい,크다
N4,i_adj,小さい,ちいさい,작다
N4,i_adj,多い,おおい,많다
N4,i_adj,少ない,すくない,적다
N4,i_adj,長い,ながい,길다
N4,i_adj,短い,みじかい,짧다
N4,i_adj,早い,はやい,"빠르다, 이르다"
N4,i_adj,遅い,おそい,느리다
